symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,fuel-type-diesel,fuel-type-gas,Car Size,make_alfa-romero,make_audi,make_bmw,make_cadillac,make_chevrolet,make_chrysler,make_dodge,make_ford,make_gmc,make_honda,make_isuzu,make_jaguar,make_kia,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,aspiration_std,aspiration_turbo,num-of-doors_four,num-of-doors_two,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_eight,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_three,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,horsepower-binned_high,horsepower-binned_low,horsepower-binned_medium
0,115,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2410,122,3.39,3.39,8.6,84.0,4800.0,26,32,8495,9.03846153846154,7.90625,0,1,0.732386995843371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,129,98.8,0.854396924555502,0.923611111111111,0.897993311036789,2385,122,3.39,3.39,8.6,84.0,4800.0,26,32,10595,9.03846153846154,7.90625,0,1,0.708633904086289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,115,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2410,122,3.39,3.39,8.6,84.0,4800.0,26,32,10245,9.03846153846154,7.90625,0,1,0.732386995843371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,121,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2443,122,3.39,3.39,22.7,64.0,4650.0,36,42,10795,6.52777777777778,6.02380952380952,1,0,0.732386995843371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,115,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2425,122,3.39,3.39,8.6,84.0,4800.0,26,32,11245,9.03846153846154,7.90625,0,1,0.732386995843371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,118,104.9,0.840941854877463,0.918055555555556,0.909698996655518,2670,140,3.76,3.16,8.0,120.0,5000.0,19,27,18280,12.3684210526316,9.37037037037037,0,1,0.702316136994281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,104.9,0.840941854877463,0.918055555555556,0.909698996655518,2700,134,3.43,3.64,22.0,72.0,4200.0,31,39,18344,7.58064516129032,6.48717948717949,1,0,0.702316136994281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-1,93,110.0,0.917347429120615,0.976388888888889,0.944816053511706,3515,183,3.58,3.64,21.5,123.0,4350.0,22,25,25552,10.6818181818182,10.12,1,0,0.846260247374496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,93,110.0,0.917347429120615,0.976388888888889,0.981605351170569,3750,183,3.58,3.64,21.5,123.0,4350.0,22,25,28248,10.6818181818182,10.12,1,0,0.879211973820936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,93,106.7,0.901009130225853,0.976388888888889,0.918060200668896,3495,183,3.58,3.64,21.5,123.0,4350.0,22,25,28176,10.6818181818182,10.12,1,0,0.807649969303412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,93,115.6,0.973570398846708,0.995833333333333,0.941471571906355,3770,183,3.58,3.64,21.5,123.0,4350.0,22,25,31600,10.6818181818182,10.12,1,0,0.912769733539692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,121,115.6,0.973570398846708,0.995833333333333,0.944816053511706,3740,234,3.46,3.1,8.3,155.0,4750.0,16,18,34184,14.6875,14.0555555555556,0,1,0.916012254795605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,142,96.6,0.86641037962518,0.979166666666667,0.849498327759197,3685,234,3.46,3.1,8.3,155.0,4750.0,16,18,35056,14.6875,14.0555555555556,0,1,0.720680540131369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,121,120.9,1.0,0.995833333333333,0.948160535117057,3900,308,3.8,3.35,8.0,184.0,4500.0,14,16,40960,16.7857142857143,15.8125,0,1,0.944209866220736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,121,112.0,0.957232099951946,1.0,0.926421404682274,3715,304,3.8,3.35,8.0,184.0,4500.0,14,16,45400,16.7857142857143,15.8125,0,1,0.886800306644445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,121,102.7,0.857280153772225,0.944444444444444,0.916387959866221,2910,140,3.78,3.12,8.0,175.0,5000.0,19,24,16503,12.3684210526316,10.5416666666667,0,1,0.741956699418622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,161,93.7,0.755886592984142,0.894444444444444,0.849498327759197,1918,92,2.97,3.23,9.4,68.0,5500.0,37,41,5389,6.35135135135135,6.17073170731707,0,1,0.574344599284532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,161,93.7,0.755886592984142,0.894444444444444,0.849498327759197,1944,92,2.97,3.23,9.4,68.0,5500.0,31,38,6189,7.58064516129032,6.65789473684211,0,1,0.574344599284532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,161,93.7,0.755886592984142,0.894444444444444,0.849498327759197,2004,92,2.97,3.23,9.4,68.0,5500.0,31,38,6669,7.58064516129032,6.65789473684211,0,1,0.574344599284532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,161,93.0,0.755886592984142,0.886111111111111,0.849498327759197,2145,98,3.03,3.39,7.6,102.0,5500.0,24,30,7689,9.79166666666667,8.43333333333333,0,1,0.568993562645235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,153,96.3,0.83133109082172,0.908333333333333,0.826086956521739,2370,110,3.17,3.46,7.5,116.0,5500.0,23,30,9959,10.2173913043478,8.43333333333333,0,1,0.623799525033255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,153,96.3,0.83133109082172,0.908333333333333,0.826086956521739,2328,122,3.35,3.46,8.5,88.0,5000.0,25,32,8499,9.4,7.90625,0,1,0.623799525033255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,121,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2833,156,3.58,3.86,7.0,145.0,5000.0,19,24,12629,12.3684210526316,10.5416666666667,0,1,0.64336787636936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,121,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2921,156,3.59,3.86,7.0,145.0,5000.0,19,24,14869,12.3684210526316,10.5416666666667,0,1,0.64336787636936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,121,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2926,156,3.59,3.86,7.0,145.0,5000.0,19,24,14489,12.3684210526316,10.5416666666667,0,1,0.64336787636936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,125,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2365,122,3.35,3.46,8.5,88.0,5000.0,25,32,6989,9.4,7.90625,0,1,0.649320255408466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,125,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2405,122,3.35,3.46,8.5,88.0,5000.0,25,32,8189,9.4,7.90625,0,1,0.649320255408466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,125,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2403,110,3.17,3.46,7.5,116.0,5500.0,23,30,9279,10.2173913043478,8.43333333333333,0,1,0.649320255408466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-1,137,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2403,110,3.17,3.46,7.5,116.0,5500.0,23,30,9279,10.2173913043478,8.43333333333333,0,1,0.649320255408466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,128,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1889,97,3.15,3.29,9.4,69.0,5200.0,31,37,5499,7.58064516129032,6.83783783783784,0,1,0.641481703655251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,128,94.5,0.794329649207112,0.886111111111111,0.911371237458194,2017,103,2.99,3.47,21.9,55.0,4800.0,45,50,7099,5.22222222222222,5.06,1,0,0.641481703655251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,128,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1918,97,3.15,3.29,9.4,69.0,5200.0,31,37,6649,7.58064516129032,6.83783783783784,0,1,0.641481703655251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,122,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1938,97,3.15,3.29,9.4,69.0,5200.0,31,37,6849,7.58064516129032,6.83783783783784,0,1,0.641481703655251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,103,94.5,0.817876021143681,0.886111111111111,0.894648829431438,2024,97,3.15,3.29,9.4,69.0,5200.0,31,37,7349,7.58064516129032,6.83783783783784,0,1,0.648377978207387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,128,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1951,97,3.15,3.29,9.4,69.0,5200.0,31,37,7299,7.58064516129032,6.83783783783784,0,1,0.641481703655251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,128,94.5,0.795771263815473,0.886111111111111,0.891304347826087,2028,97,3.15,3.29,9.4,69.0,5200.0,31,37,7799,7.58064516129032,6.83783783783784,0,1,0.628495915425276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,122,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1971,97,3.15,3.29,9.4,69.0,5200.0,31,37,7499,7.58064516129032,6.83783783783784,0,1,0.641481703655251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,103,94.5,0.817876021143681,0.886111111111111,0.894648829431438,2037,97,3.15,3.29,9.4,69.0,5200.0,31,37,7999,7.58064516129032,6.83783783783784,0,1,0.648377978207387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,168,95.1,0.780394041326286,0.886111111111111,0.891304347826087,2008,97,3.15,3.29,9.4,69.0,5200.0,31,37,8249,7.58064516129032,6.83783783783784,0,1,0.616351066818025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,106,97.2,0.833253243632869,0.905555555555556,0.914715719063545,2324,120,3.33,3.47,8.5,97.0,5200.0,27,34,8949,8.7037037037037,7.44117647058824,0,1,0.690205243920013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,106,97.2,0.833253243632869,0.905555555555556,0.914715719063545,2302,120,3.33,3.47,8.5,97.0,5200.0,27,34,9549,8.7037037037037,7.44117647058824,0,1,0.690205243920013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,128,100.4,0.8731379144642,0.923611111111111,0.921404682274248,3095,181,3.43,3.27,9.0,152.0,5200.0,17,22,13499,13.8235294117647,11.5,0,1,0.74305748078874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,108,100.4,0.887073522345026,0.923611111111111,0.938127090301003,3296,181,3.43,3.27,9.0,152.0,5200.0,17,22,14399,13.8235294117647,11.5,0,1,0.768617808467223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,108,100.4,0.887073522345026,0.923611111111111,0.921404682274248,3060,181,3.43,3.27,9.0,152.0,5200.0,19,25,13499,12.3684210526316,10.12,0,1,0.754916956266381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,194,91.3,0.820278712157617,0.943055555555556,0.831103678929766,3071,181,3.43,3.27,9.0,160.0,5200.0,19,25,17199,12.3684210526316,10.12,0,1,0.642915540321548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,194,91.3,0.820278712157617,0.943055555555556,0.831103678929766,3139,181,3.43,3.27,7.8,200.0,5200.0,17,23,19699,13.8235294117647,11.0,0,1,0.642915540321548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,231,99.2,0.857760691975012,0.943055555555556,0.831103678929766,3139,181,3.43,3.27,9.0,160.0,5200.0,19,25,18399,12.3684210526316,10.12,0,1,0.67229305183009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,161,107.9,0.897164824603556,0.95,0.948160535117057,3020,120,3.46,3.19,8.4,97.0,5000.0,19,24,11900,12.3684210526316,10.5416666666667,0,1,0.808123466175093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,161,107.9,0.897164824603556,0.95,0.948160535117057,3197,152,3.7,3.52,21.0,95.0,4150.0,28,33,13200,8.39285714285714,7.66666666666667,1,0,0.808123466175093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,121,114.2,0.955790485343585,0.95,0.981605351170569,3230,120,3.46,3.19,8.4,97.0,5000.0,19,24,12440,12.3684210526316,10.5416666666667,0,1,0.891298602260619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,121,114.2,0.955790485343585,0.95,0.981605351170569,3430,152,3.7,3.52,21.0,95.0,4150.0,25,25,13860,9.4,10.12,1,0,0.891298602260619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,161,107.9,0.897164824603556,0.95,0.948160535117057,3075,120,3.46,2.19,8.4,95.0,5000.0,19,24,15580,12.3684210526316,10.5416666666667,0,1,0.808123466175093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,161,107.9,0.897164824603556,0.95,0.948160535117057,3252,152,3.7,3.52,21.0,95.0,4150.0,28,33,16900,8.39285714285714,7.66666666666667,1,0,0.808123466175093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,121,114.2,0.955790485343585,0.95,0.948160535117057,3285,120,3.46,2.19,8.4,95.0,5000.0,19,24,16695,12.3684210526316,10.5416666666667,0,1,0.860930677141007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,121,114.2,0.955790485343585,0.95,0.981605351170569,3485,152,3.7,3.52,21.0,95.0,4150.0,25,25,17075,9.4,10.12,1,0,0.891298602260619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,161,107.9,0.897164824603556,0.95,0.948160535117057,3075,120,3.46,3.19,8.4,97.0,5000.0,19,24,16630,12.3684210526316,10.5416666666667,0,1,0.808123466175093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,161,107.9,0.897164824603556,0.95,0.948160535117057,3252,152,3.7,3.52,21.0,95.0,4150.0,28,33,17950,8.39285714285714,7.66666666666667,1,0,0.808123466175093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,161,108.0,0.897164824603556,0.948611111111111,0.936454849498328,3130,134,3.61,3.21,7.0,142.0,5600.0,18,24,18150,13.0555555555556,10.5416666666667,0,1,0.796979752216574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,119,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1918,90,2.97,3.23,9.4,68.0,5500.0,37,41,5572,6.35135135135135,6.17073170731707,0,1,0.568993562645235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,119,93.7,0.755886592984142,0.886111111111111,0.849498327759197,2128,98,3.03,3.39,7.6,102.0,5500.0,24,30,7957,9.79166666666667,8.43333333333333,0,1,0.568993562645235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
